id,name,timestamp,free_bikes,empty_slots,uid,last_updated,slots,normal_bikes,ebikes
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,1733937235.7089398,1,14,,,,,
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,1733937235.7089407,0,15,,,,,
030c4027b0bea390e562645c7082db4c,Los Rosales,1733937235.708941,0,24,,,,,
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,1733937235.708941,15,3,,,,,
104e0797759d11ac22a61cfed357800b,Ventorrillo,1733937235.7089412,0,18,,,,,
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,1733937235.7089415,0,15,,,,,
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,1733937235.7089415,4,14,,,,,
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,1733937235.708942,0,23,,,,,
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,1733937235.708942,2,13,,,,,
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,1733937235.7089422,0,15,,,,,
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,1733937235.7089422,7,8,,,,,
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,1733937235.7089424,10,6,,,,,
1df27d4197c65e404466107444967600,Casa del Agua,1733937235.7089424,12,1,,,,,
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,1733937235.7089427,13,15,,,,,
280380564f13b15dbc782a43d2426689,Estación Autobuses,1733937235.7089427,10,5,,,,,
2ad08bdfd5fda295855b0297d410716f,Orillamar,1733937235.708943,4,11,,,,,
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,1733937235.708943,3,12,,,,,
2d16841278003915e01f897638776f63,Parque de Oza,1733937235.7089431,15,0,,,,,
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,1733937235.7089431,1,14,,,,,
447505d0e57db2f71d7572ceedcbb046,Agrela,1733937235.7089434,0,23,,,,,
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,1733937235.7089434,4,14,,,,,
5053bbeb34b876b59c45121ab341af93,Ágora,1733937235.7089436,2,19,,,,,
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),1733937235.7089436,0,15,,,,,
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,1733937235.7089438,15,8,,,,,
75e54fb28a5679603047bbd282047916,Puerto - Palexco,1733937235.7089438,5,10,,,,,
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,1733937235.708944,8,11,,,,,
8c078d095787b97917c07ab40bf3594e,Plaza Recife,1733937235.708944,1,14,,,,,
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,1733937235.7089443,2,13,,,,,
938a003c099dc9b2c7411f2000b88022,Puerta Real,1733937235.7089443,4,18,,,,,
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,1733937235.7089446,3,12,,,,,
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,1733937235.7089446,12,2,,,,,
9e7f93baecab42d934a507a9ef7e5938,Adormideras,1733937235.7089448,6,12,,,,,
9e84dc079b6d308cb74dedeb0f98f345,Marineda,1733937235.7089448,16,7,,,,,
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,1733937235.708945,1,12,,,,,
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,1733937235.708945,14,2,,,,,
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,1733937235.7089455,0,19,,,,,
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,1733937235.7089455,1,22,,,,,
bf735b3d92053c97f825a333f6686aac,Chuac,1733937235.7089455,1,18,,,,,
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,1733937235.7089458,1,15,,,,,
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,1733937235.708946,1,18,,,,,
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,1733937235.708946,7,12,,,,,
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,1733937235.7089462,10,8,,,,,
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,1733937235.7089462,1,17,,,,,
e97735d79704dc080f7ee1a2af1e402f,Obelisco,1733937235.7089462,2,21,,,,,
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,1733937235.7089465,6,8,,,,,
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,1733937235.7089467,1,14,,,,,
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,1733937235.7089467,9,4,,,,,
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,1733937235.708947,4,11,,,,,
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,1733937235.708947,2,13,,,,,
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,1733937532.4945254,1,14,,,,,
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,1733937532.4945266,1,14,,,,,
030c4027b0bea390e562645c7082db4c,Los Rosales,1733937532.4945266,0,24,,,,,
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,1733937532.4945269,18,1,,,,,
104e0797759d11ac22a61cfed357800b,Ventorrillo,1733937532.4945273,1,17,,,,,
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,1733937532.4945273,1,13,,,,,
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,1733937532.4945276,4,14,,,,,
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,1733937532.4945276,0,23,,,,,
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,1733937532.4945278,3,12,,,,,
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,1733937532.494528,1,14,,,,,
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,1733937532.494528,7,8,,,,,
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,1733937532.4945283,9,6,,,,,
1df27d4197c65e404466107444967600,Casa del Agua,1733937532.4945283,12,1,,,,,
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,1733937532.4945283,10,18,,,,,
280380564f13b15dbc782a43d2426689,Estación Autobuses,1733937532.4945285,9,4,,,,,
2ad08bdfd5fda295855b0297d410716f,Orillamar,1733937532.4945288,3,12,,,,,
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,1733937532.494529,4,11,,,,,
2d16841278003915e01f897638776f63,Parque de Oza,1733937532.494529,14,1,,,,,
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,1733937532.494529,1,14,,,,,
447505d0e57db2f71d7572ceedcbb046,Agrela,1733937532.4945292,0,23,,,,,
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,1733937532.4945292,4,14,,,,,
5053bbeb34b876b59c45121ab341af93,Ágora,1733937532.4945295,1,19,,,,,
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),1733937532.4945297,0,15,,,,,
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,1733937532.4945297,15,8,,,,,
75e54fb28a5679603047bbd282047916,Puerto - Palexco,1733937532.4945297,5,10,,,,,
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,1733937532.49453,8,11,,,,,
8c078d095787b97917c07ab40bf3594e,Plaza Recife,1733937532.49453,3,12,,,,,
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,1733937532.4945302,1,14,,,,,
938a003c099dc9b2c7411f2000b88022,Puerta Real,1733937532.4945307,5,17,,,,,
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,1733937532.4945307,4,11,,,,,
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,1733937532.4945307,10,4,,,,,
9e7f93baecab42d934a507a9ef7e5938,Adormideras,1733937532.494531,6,13,,,,,
9e84dc079b6d308cb74dedeb0f98f345,Marineda,1733937532.494531,14,9,,,,,
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,1733937532.4945312,0,13,,,,,
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,1733937532.4945312,14,3,,,,,
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,1733937532.4945314,0,19,,,,,
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,1733937532.4945314,1,22,,,,,
bf735b3d92053c97f825a333f6686aac,Chuac,1733937532.4945316,1,18,,,,,
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,1733937532.4945316,1,15,,,,,
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,1733937532.4945319,2,17,,,,,
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,1733937532.4945319,6,13,,,,,
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,1733937532.494532,8,10,,,,,
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,1733937532.494532,2,16,,,,,
e97735d79704dc080f7ee1a2af1e402f,Obelisco,1733937532.4945323,3,20,,,,,
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,1733937532.4945323,7,7,,,,,
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,1733937532.4945326,0,15,,,,,
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,1733937532.4945326,10,3,,,,,
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,1733937532.4945328,3,10,,,,,
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,1733937532.4945328,5,9,,,,,
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,1733937633.953221,1,14,,,,,
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,1733937633.9532225,1,14,,,,,
030c4027b0bea390e562645c7082db4c,Los Rosales,1733937633.9532228,0,24,,,,,
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,1733937633.9532232,18,1,,,,,
104e0797759d11ac22a61cfed357800b,Ventorrillo,1733937633.9532235,1,17,,,,,
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,1733937633.9532237,1,13,,,,,
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,1733937633.953224,4,14,,,,,
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,1733937633.953224,0,23,,,,,
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,1733937633.9532242,3,12,,,,,
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,1733937633.9532242,1,14,,,,,
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,1733937633.9532242,7,8,,,,,
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,1733937633.9532244,9,6,,,,,
1df27d4197c65e404466107444967600,Casa del Agua,1733937633.9532247,12,1,,,,,
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,1733937633.9532247,10,18,,,,,
280380564f13b15dbc782a43d2426689,Estación Autobuses,1733937633.953225,9,4,,,,,
2ad08bdfd5fda295855b0297d410716f,Orillamar,1733937633.953225,3,12,,,,,
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,1733937633.9532251,4,11,,,,,
2d16841278003915e01f897638776f63,Parque de Oza,1733937633.9532254,14,1,,,,,
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,1733937633.9532254,1,14,,,,,
447505d0e57db2f71d7572ceedcbb046,Agrela,1733937633.9532256,0,23,,,,,
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,1733937633.9532256,4,14,,,,,
5053bbeb34b876b59c45121ab341af93,Ágora,1733937633.953226,1,19,,,,,
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),1733937633.953226,0,15,,,,,
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,1733937633.9532263,15,8,,,,,
75e54fb28a5679603047bbd282047916,Puerto - Palexco,1733937633.9532266,5,10,,,,,
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,1733937633.9532266,8,11,,,,,
8c078d095787b97917c07ab40bf3594e,Plaza Recife,1733937633.9532266,3,12,,,,,
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,1733937633.9532268,1,14,,,,,
938a003c099dc9b2c7411f2000b88022,Puerta Real,1733937633.953227,5,17,,,,,
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,1733937633.953227,4,11,,,,,
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,1733937633.9532273,10,4,,,,,
9e7f93baecab42d934a507a9ef7e5938,Adormideras,1733937633.9532273,6,13,,,,,
9e84dc079b6d308cb74dedeb0f98f345,Marineda,1733937633.9532273,14,9,,,,,
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,1733937633.9532275,0,13,,,,,
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,1733937633.9532275,14,3,,,,,
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,1733937633.9532278,0,19,,,,,
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,1733937633.9532278,1,22,,,,,
bf735b3d92053c97f825a333f6686aac,Chuac,1733937633.953228,1,18,,,,,
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,1733937633.953228,1,15,,,,,
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,1733937633.953228,2,17,,,,,
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,1733937633.9532282,6,13,,,,,
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,1733937633.9532282,8,10,,,,,
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,1733937633.9532285,2,16,,,,,
e97735d79704dc080f7ee1a2af1e402f,Obelisco,1733937633.9532285,3,20,,,,,
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,1733937633.9532287,7,7,,,,,
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,1733937633.9532287,0,15,,,,,
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,1733937633.953229,10,3,,,,,
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,1733937633.953229,3,10,,,,,
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,1733937633.9532294,5,9,,,,,
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,1733937635.989504,1,14,,,,,
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,1733937635.9895055,1,14,,,,,
030c4027b0bea390e562645c7082db4c,Los Rosales,1733937635.9895058,0,24,,,,,
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,1733937635.989506,18,1,,,,,
104e0797759d11ac22a61cfed357800b,Ventorrillo,1733937635.9895065,1,17,,,,,
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,1733937635.9895067,1,13,,,,,
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,1733937635.989507,4,14,,,,,
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,1733937635.989507,0,23,,,,,
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,1733937635.9895074,3,12,,,,,
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,1733937635.9895074,1,14,,,,,
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,1733937635.9895077,7,8,,,,,
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,1733937635.989508,9,6,,,,,
1df27d4197c65e404466107444967600,Casa del Agua,1733937635.989508,12,1,,,,,
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,1733937635.9895082,10,18,,,,,
280380564f13b15dbc782a43d2426689,Estación Autobuses,1733937635.9895084,9,4,,,,,
2ad08bdfd5fda295855b0297d410716f,Orillamar,1733937635.9895084,3,12,,,,,
2cdf0b7a087c888dee45f8c619ea5bb2,Aquarium,1733937635.9895086,4,11,,,,,
2d16841278003915e01f897638776f63,Parque de Oza,1733937635.9895086,14,1,,,,,
305b3112f5f1083876b2ce9146742596,Aparcamiento Matogrande,1733937635.9895089,1,14,,,,,
447505d0e57db2f71d7572ceedcbb046,Agrela,1733937635.9895093,0,23,,,,,
4c0262f67097091b43ca54b09a072bce,Paseo de Los Puentes,1733937635.9895096,4,14,,,,,
5053bbeb34b876b59c45121ab341af93,Ágora,1733937635.9895098,1,19,,,,,
5330f247a28be53b762427542867dd73,Campo de La Leña (Plaza De España),1733937635.9895098,0,15,,,,,
7446dcc290f2570a47d4ed2bc9282ceb,Cuatro Caminos,1733937635.98951,15,8,,,,,
75e54fb28a5679603047bbd282047916,Puerto - Palexco,1733937635.98951,5,10,,,,,
88a676510bd52100c911fb1a9b5f87b4,Expocoruna,1733937635.9895103,8,11,,,,,
8c078d095787b97917c07ab40bf3594e,Plaza Recife,1733937635.9895108,3,12,,,,,
8dfd4b95e7f499296e03312c5b1f9e22,Plaza de San Rosendo,1733937635.989511,1,14,,,,,
938a003c099dc9b2c7411f2000b88022,Puerta Real,1733937635.989511,5,17,,,,,
95a1abdf86ec8d29deb7380938c2e02e,Plaza de Conchiñas,1733937635.9895113,4,11,,,,,
9ba72d8f143fb690546e6950b2d53c97,Estación Tren,1733937635.9895113,10,4,,,,,
9e7f93baecab42d934a507a9ef7e5938,Adormideras,1733937635.9895115,6,13,,,,,
9e84dc079b6d308cb74dedeb0f98f345,Marineda,1733937635.9895115,14,9,,,,,
a2893fa94f1de9a32b0b210b994f3e10,Parque de Santa Margarita,1733937635.9895115,0,13,,,,,
a876e4f21fbf7e9873b395485d080c1f,Ciudad Escolar,1733937635.9895117,14,3,,,,,
b376679bc7b9464f8f0edc775d71d5ad,Parque de Eirís,1733937635.989512,0,19,,,,,
b55aa9b4a84ef790d95fe5c43e4bd1ad,Novo Mesoiro,1733937635.989512,1,22,,,,,
bf735b3d92053c97f825a333f6686aac,Chuac,1733937635.9895122,1,18,,,,,
c158d9e1e35d2323bb2bbf49da32c47b,Casa de Sol,1733937635.9895122,1,15,,,,,
cc7469fb9362066706da43aafbe02e1f,Centro deportivo Elviña,1733937635.9895124,2,17,,,,,
d03cf3099b20bc41dddaf4ee8b282dfa,Maestranza,1733937635.9895127,6,13,,,,,
d9b01b13fb85506d591617ab5e8cf4bc,Mirador de los Castros,1733937635.9895127,8,10,,,,,
daa753bf3bdb6d5b722734d126b843b1,Plaza de Vigo,1733937635.989513,2,16,,,,,
e97735d79704dc080f7ee1a2af1e402f,Obelisco,1733937635.989513,3,20,,,,,
f04ee4ffca2a6f3daacba88a9eee8487,Millenium,1733937635.9895132,7,7,,,,,
f702a7b2b1631ace3781c405acb99b70,Praza de Ourense,1733937635.9895132,0,15,,,,,
f86954a7b51703f735bce5b549cb4e16,Parque del Agra,1733937635.9895134,10,3,,,,,
fb0d3f40ea7570546b171b43ccd57a2a,Rosales-Labañou,1733937635.9895134,3,10,,,,,
fee1ae73b32ffb83e1bf3f6e83e616b7,Centro Cívico Monelos,1733937635.9895136,5,9,,,,,
023efce1bbb332a1b918d56aeb671890,Avenida de Arteixo,1733937640.96263,1,14,,,,,
02cecd02915c86d7ab8034b61b19da0e,Mercado de Monte Alto,1733937640.9626312,1,14,,,,,
030c4027b0bea390e562645c7082db4c,Los Rosales,1733937640.9626315,0,24,,,,,
0e3aa0134a2f3d07ae5bd093e6af9a33,Plaza de Portugal,1733937640.9626317,18,1,,,,,
104e0797759d11ac22a61cfed357800b,Ventorrillo,1733937640.9626317,1,17,,,,,
10af3b0e504fc241415d4047a58bfb5b,Cd Castrillón,1733937640.962632,1,13,,,,,
15b6693701eb534cddabc0bdd4c3b8a2, Pablo Picasso,1733937640.9626322,4,14,,,,,
16d30b6bb080c9ceac0ab0ca3b20111a,Barrio de las Flores,1733937640.9626322,0,23,,,,,
18b3d4c21c5cec9d8e25fa0a6cab109a,Torre de Hércules,1733937640.9626324,3,12,,,,,
18e32269ce7f371acf5ca7f016b07a2a,Campo de Marte,1733937640.9626324,1,14,,,,,
198820c7b5fc5681e896110c4383a4a0,Hospital Abente y Lago,1733937640.9626324,7,8,,,,,
1a77b47ff9c828307610737e1a9046c3,Plaza de Tabacos,1733937640.9626327,9,6,,,,,
1df27d4197c65e404466107444967600,Casa del Agua,1733937640.9626327,12,1,,,,,
2139f0834a27ab807a5edb3420c2841e,Plaza De Pontevedra,1733937640.962633,10,18,,,,,
280380564f13b15dbc782a43d2426689,Estación Autobuses,1733937640.962633,9,4,,,,,
